member_no,lastname,firstname,middleinitial,street,city,state_prov,country,mail_code,phone_no,issue_dt,expr_dt,corp_no,prev_balance,curr_balance,member_code
6343,YEONG,PJIFAOVCIRTW, , , ,  ,  ,          ,             ,1999-10-13 10:42:51.887,2000-12-10 10:42:51.887,278,0.00,0.00,  
6344,ZUCKER,IELYXPGKCFJHDL, , , ,  ,  ,          ,             ,1999-10-13 10:42:51.897,2000-12-10 10:42:51.897,363,0.00,0.00,  
6345,ANDERSON,ZEQPEX, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.080,2000-12-10 10:42:52.080,NULL,0.00,0.00,  
6346,BARR,YKLPRPNTGDTMFX, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.080,2000-12-10 10:42:52.080,324,0.00,0.00,  
6347,CHEN,CMBIMCONJ, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.090,2000-12-10 10:42:52.090,475,0.00,0.00,  
6348,DORR,DRYLXWZHNUUD, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.090,2000-12-10 10:42:52.090,NULL,0.00,0.00,  
6349,EFLIN,ZSTJJUSQUICBFI, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.100,2000-12-10 10:42:52.100,NULL,0.00,0.00,  
6350,FLORINI,EDXOETJKW, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.100,2000-12-10 10:42:52.100,NULL,0.00,0.00,  
6351,GOHAN,ESMKYJSKSKCOEO, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.110,2000-12-10 10:42:52.110,NULL,0.00,0.00,  
6352,HAHN,LCVWUEUGTA, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.110,2000-12-10 10:42:52.110,NULL,0.00,0.00,  
6353,INFANTE,ENVNNXYUPJCMJY, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.120,2000-12-10 10:42:52.120,NULL,0.00,0.00,  
6354,JONES,NZKEPQUDSYHYWT, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.120,2000-12-10 10:42:52.120,NULL,0.00,0.00,  
6355,KAHRMANN,GIJMCH, , , ,  ,  ,          , ,1999-10-13 10:42:52.120,2000-12-10 10:42:52.120,NULL,0.00,0.00,  
6356,LING,XWWVYIFGDU, , , ,  ,  ,          , ,1999-10-13 10:42:52.130,2000-12-10 10:42:52.130,364,0.00,0.00,  
6357,MAKAI,LFJTMXRWO, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.130,2000-12-10 10:42:52.130,323,0.00,0.00,  
6358,NELSON,KSEYYP, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.140,2000-12-10 10:42:52.140,NULL,0.00,0.00,  
6359,OLPHANT,NLNDPSJ, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.140,2000-12-10 10:42:52.140,401,0.00,0.00,  
6360,PAYNTER,BXYGHNGLP, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.150,2000-12-10 10:42:52.150,NULL,0.00,0.00,  
6361,QUINT,KEGVEHDD, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.150,2000-12-10 10:42:52.150,NULL,0.00,0.00,  
6362,RYAN,ZJDQMTXDHDFSBO, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.160,2000-12-10 10:42:52.160,NULL,0.00,0.00,  
6363,STEIN,OEBONGXXQYLYES, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.160,2000-12-10 10:42:52.160,NULL,0.00,0.00,  
6364,TOLSKY,VNQLXLICO, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.160,2000-12-10 10:42:52.160,NULL,0.00,0.00,  
6365,UNAKLET,TUJCLR, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.170,2000-12-10 10:42:52.170,309,0.00,0.00,  
6366,VANN,NMES, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.170,2000-12-10 10:42:52.170,NULL,0.00,0.00,  
6367,WOLFMULE,WYZOJYK, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.180,2000-12-10 10:42:52.180,NULL,0.00,0.00,  
6368,XAVIER,QOROSYYYIJYKNI, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.180,2000-12-10 10:42:52.180,NULL,0.00,0.00,  
6369,YEONG,OXDOIO, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.190,2000-12-10 10:42:52.190,NULL,0.00,0.00,  
6370,ZUCKER,RCEMQKKVCGJEOR, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.190,2000-12-10 10:42:52.190,NULL,0.00,0.00,  
6371,ANDERSON,UQDSFFENK, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.360,2000-12-10 10:42:52.360,NULL,0.00,0.00,  
6372,BARR,ULLQKOBIQX, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.370,2000-12-10 10:42:52.370,NULL,0.00,0.00,  
6373,CHEN,ZWQGLTLIJ, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.370,2000-12-10 10:42:52.370,NULL,0.00,0.00,  
6374,DORR,XUPHMJTSXBCFN, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.380,2000-12-10 10:42:52.380,76,0.00,0.00,  
6375,EFLIN,BIDQKNCXFFNKNO, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.380,2000-12-10 10:42:52.380,NULL,0.00,0.00,  
6376,FLORINI,CUJHULNKNKWURF, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.390,2000-12-10 10:42:52.390,NULL,0.00,0.00,  
6377,GOHAN,TPBVGHBLU, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.390,2000-12-10 10:42:52.390,NULL,0.00,0.00,  
6378,HAHN,IWEJJGGJY, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.400,2000-12-10 10:42:52.400,NULL,0.00,0.00,  
6379,INFANTE,NOYYENYSKSVJK, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.400,2000-12-10 10:42:52.400,NULL,0.00,0.00,  
6380,JONES,JFDQ, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.400,2000-12-10 10:42:52.400,NULL,0.00,0.00,  
6381,KAHRMANN,SEHQ, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.410,2000-12-10 10:42:52.410,NULL,0.00,0.00,  
6382,LING,SMREVDJCSXLRQL, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.410,2000-12-10 10:42:52.410,NULL,0.00,0.00,  
6383,MAKAI,USYCWIXBSUYENP, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.420,2000-12-10 10:42:52.420,NULL,0.00,0.00,  
6384,NELSON,KZPVHLGMQLFZER, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.420,2000-12-10 10:42:52.420,NULL,0.00,0.00,  
6385,OLPHANT,VGGMEXHOJUIRDJ, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.430,2000-12-10 10:42:52.430,NULL,0.00,0.00,  
6386,PAYNTER,SYCTMRDYQSESFT, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.430,2000-12-10 10:42:52.430,NULL,0.00,0.00,  
6387,QUINT,UYASLBQQC, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.440,2000-12-10 10:42:52.440,NULL,0.00,0.00,  
6388,RYAN,JHRRTS, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.440,2000-12-10 10:42:52.440,NULL,0.00,0.00,  
6389,STEIN,BND, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.450,2000-12-10 10:42:52.450,NULL,0.00,0.00,  
6390,TOLSKY,DUSAPKER, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.450,2000-12-10 10:42:52.450,NULL,0.00,0.00,  
6391,UNAKLET,QGMGYEOQZEMVT, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.460,2000-12-10 10:42:52.460,402,0.00,0.00,  
6392,VANN,QWYFQZSQUVSGMG, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.460,2000-12-10 10:42:52.460,NULL,0.00,0.00,  
6393,WOLFMULE,EXUPMGNPOZQWHI, , , ,  ,  ,          , ,1999-10-13 10:42:52.470,2000-12-10 10:42:52.470,NULL,0.00,0.00,  
6394,XAVIER,IYWS, , , ,  ,  ,          , ,1999-10-13 10:42:52.470,2000-12-10 10:42:52.470,NULL,0.00,0.00,  
6395,YEONG,RXYHLURJJ, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.470,2000-12-10 10:42:52.470,454,0.00,0.00,  
6396,ZUCKER,OPPFOYIYKFJQJD, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.480,2000-12-10 10:42:52.480,NULL,0.00,0.00,  
6397,ANDERSON,TMRVJLDCRGVU, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.710,2000-12-10 10:42:52.710,NULL,0.00,0.00,  
6398,BARR,GOQCPGOOBFYQSL, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.710,2000-12-10 10:42:52.710,NULL,0.00,0.00,  
6399,CHEN,QENBOTFVCHIXYI, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.720,2000-12-10 10:42:52.720,153,0.00,0.00,  
6400,DORR,VWDGTYPSRGQDNJ, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.720,2000-12-10 10:42:52.720,NULL,0.00,0.00,  
6401,EFLIN,VTWUJRMMLOKGGS, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.730,2000-12-10 10:42:52.730,NULL,0.00,0.00,  
6402,FLORINI,KQGDMBRLNOT, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.730,2000-12-10 10:42:52.730,NULL,0.00,0.00,  
6403,GOHAN,JHHRBQSMMVFMY, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.740,2000-12-10 10:42:52.740,NULL,0.00,0.00,  
6404,HAHN,GBFPOTSSHNNNPY, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.740,2000-12-10 10:42:52.740,414,0.00,0.00,  
6405,INFANTE,VULTIBTYRTMR, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.750,2000-12-10 10:42:52.750,484,0.00,0.00,  
6406,JONES,NBUTHPTQUZK, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.750,2000-12-10 10:42:52.750,482,0.00,0.00,  
6407,KAHRMANN,NTLRUZ, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.760,2000-12-10 10:42:52.760,NULL,0.00,0.00,  
6408,LING,GITJUBMLVGYKID, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.760,2000-12-10 10:42:52.760,NULL,0.00,0.00,  
6409,MAKAI,QEQHELBGZ, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.770,2000-12-10 10:42:52.770,NULL,0.00,0.00,  
6410,NELSON,UKVPJSEIVFLOS, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.770,2000-12-10 10:42:52.770,NULL,0.00,0.00,  
6411,OLPHANT,OQASMHWKIDELNX, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.780,2000-12-10 10:42:52.780,NULL,0.00,0.00,  
6412,PAYNTER,RRBEK, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.780,2000-12-10 10:42:52.780,NULL,0.00,0.00,  
6413,QUINT,LPBS, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.780,2000-12-10 10:42:52.780,439,0.00,0.00,  
6414,RYAN,EPDNMVGBTTXYFF, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.790,2000-12-10 10:42:52.790,NULL,0.00,0.00,  
6415,STEIN,WJRWEJ, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.790,2000-12-10 10:42:52.790,NULL,0.00,0.00,  
6416,TOLSKY,FHEVUBDAQGZUVZ, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.800,2000-12-10 10:42:52.800,NULL,0.00,0.00,  
6417,UNAKLET,CCCNVWNESNCYUO, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.800,2000-12-10 10:42:52.800,NULL,0.00,0.00,  
6418,VANN,WEYCUAGWDYKXNG, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.810,2000-12-10 10:42:52.810,NULL,0.00,0.00,  
6419,WOLFMULE,WNSBHODJOOVGQZ, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.820,2000-12-10 10:42:52.820,295,0.00,0.00,  
6420,XAVIER,OLBGX, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.820,2000-12-10 10:42:52.820,NULL,0.00,0.00,  
6421,YEONG,VDRWBVYJSMKQDF, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.830,2000-12-10 10:42:52.830,NULL,0.00,0.00,  
6422,ZUCKER,FIYQJFVFZVGSIZ, , , ,  ,  ,          ,             ,1999-10-13 10:42:52.830,2000-12-10 10:42:52.830,NULL,0.00,0.00,  
6423,ANDERSON,RUBN, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.030,2000-12-10 10:42:53.030,NULL,0.00,0.00,  
6424,BARR,FUECZEJEZOJKT, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.030,2000-12-10 10:42:53.030,NULL,0.00,0.00,  
6425,CHEN,MJEQLVDJBZZTSK, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.040,2000-12-10 10:42:53.040,NULL,0.00,0.00,  
6426,DORR,WYQUSDBKVQY, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.040,2000-12-10 10:42:53.040,NULL,0.00,0.00,  
6427,EFLIN,VWGEMWECBVJ, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.050,2000-12-10 10:42:53.050,NULL,0.00,0.00,  
6428,FLORINI,TBSBQBUZOB, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.050,2000-12-10 10:42:53.050,NULL,0.00,0.00,  
6429,GOHAN,SFPBHHOVRIXMCH, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.060,2000-12-10 10:42:53.060,340,0.00,0.00,  
6430,HAHN,CGCQVKWGRWOOVO, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.060,2000-12-10 10:42:53.060,NULL,0.00,0.00,  
6431,INFANTE,QVUZIB, , , ,  ,  ,          , ,1999-10-13 10:42:53.070,2000-12-10 10:42:53.070,NULL,0.00,0.00,  
6432,JONES,QCUGETVU, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.070,2000-12-10 10:42:53.070,NULL,0.00,0.00,  
6433,KAHRMANN,CSZWIECENAJPPI, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.080,2000-12-10 10:42:53.080,NULL,0.00,0.00,  
6434,LING,EUTPTXHIBCPMNX, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.080,2000-12-10 10:42:53.080,437,0.00,0.00,  
6435,MAKAI,CEPYYKURM, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.090,2000-12-10 10:42:53.090,NULL,0.00,0.00,  
6436,NELSON,VXHDOP, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.090,2000-12-10 10:42:53.090,NULL,0.00,0.00,  
6437,OLPHANT,SOXYCXNW, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.090,2000-12-10 10:42:53.090,NULL,0.00,0.00,  
6438,PAYNTER,NVOYQHXK, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.100,2000-12-10 10:42:53.100,NULL,0.00,0.00,  
6439,QUINT,LZXTDQNBLCUB, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.100,2000-12-10 10:42:53.100,NULL,0.00,0.00,  
6440,RYAN,WZGLFC, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.110,2000-12-10 10:42:53.110,NULL,0.00,0.00,  
6441,STEIN,OTXDO, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.110,2000-12-10 10:42:53.110,NULL,0.00,0.00,  
6442,TOLSKY,BVUIEMUKUVSEDR, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.120,2000-12-10 10:42:53.120,NULL,0.00,0.00,  
6443,UNAKLET,YVLTKTQGXUEOH, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.120,2000-12-10 10:42:53.120,NULL,0.00,0.00,  
6444,VANN,OVRONMFCHMMFOX, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.130,2000-12-10 10:42:53.130,261,0.00,0.00,  
6445,WOLFMULE,LRZPWQSZDIPSET, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.130,2000-12-10 10:42:53.130,NULL,0.00,0.00,  
6446,XAVIER,KUEKFWDPGN, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.140,2000-12-10 10:42:53.140,NULL,0.00,0.00,  
6447,YEONG,NKHSWBQJFMRAOT, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.140,2000-12-10 10:42:53.140,NULL,0.00,0.00,  
6448,ZUCKER,PWUGVRTRBTHSWV, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.150,2000-12-10 10:42:53.150,NULL,0.00,0.00,  
6449,ANDERSON,BTCPPJP, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.330,2000-12-10 10:42:53.330,NULL,0.00,0.00,  
6450,BARR,WYMBXLPVLBJVNW, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.330,2000-12-10 10:42:53.330,NULL,0.00,0.00,  
6451,CHEN,ROPFQEPBESYB, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.340,2000-12-10 10:42:53.340,NULL,0.00,0.00,  
6452,DORR,UCRCTRFYBFQFEE, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.340,2000-12-10 10:42:53.340,NULL,0.00,0.00,  
6453,EFLIN,JNEPERW, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.350,2000-12-10 10:42:53.350,NULL,0.00,0.00,  
6454,FLORINI,SKGIVNSK, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.350,2000-12-10 10:42:53.350,NULL,0.00,0.00,  
6455,GOHAN,NQMTHOLLBCBXRH, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.360,2000-12-10 10:42:53.360,NULL,0.00,0.00,  
6456,HAHN,GFBKFUKAHVOQXA, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.360,2000-12-10 10:42:53.360,NULL,0.00,0.00,  
6457,INFANTE,TVLK, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.370,2000-12-10 10:42:53.370,NULL,0.00,0.00,  
6458,JONES,GNYIHCBBFECDFU, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.370,2000-12-10 10:42:53.370,NULL,0.00,0.00,  
6459,KAHRMANN,GFXPVGBXDUHOT, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.380,2000-12-10 10:42:53.380,348,0.00,0.00,  
6460,LING,GKQBSX, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.380,2000-12-10 10:42:53.380,NULL,0.00,0.00,  
6461,MAKAI,EJYD, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.380,2000-12-10 10:42:53.380,285,0.00,0.00,  
6462,NELSON,QYUVKOVXACRNRJ, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.390,2000-12-10 10:42:53.390,NULL,0.00,0.00,  
6463,OLPHANT,WNCMGJOSU, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.390,2000-12-10 10:42:53.390,375,0.00,0.00,  
6464,PAYNTER,ESFUDOGMCYFITG, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.400,2000-12-10 10:42:53.400,NULL,0.00,0.00,  
6465,QUINT,SYCQCSMCBLWQNW, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.400,2000-12-10 10:42:53.400,NULL,0.00,0.00,  
6466,RYAN,OKZCLW, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.410,2000-12-10 10:42:53.410,NULL,0.00,0.00,  
6467,STEIN,RPLOSMOBDIOFE, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.410,2000-12-10 10:42:53.410,NULL,0.00,0.00,  
6468,TOLSKY,EWOU, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.420,2000-12-10 10:42:53.420,NULL,0.00,0.00,  
6469,UNAKLET,PXVTJEIWMQVUII, , , ,  ,  ,          , ,1999-10-13 10:42:53.420,2000-12-10 10:42:53.420,205,0.00,0.00,  
6470,VANN,ZTYYTNLYVEIITW, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.430,2000-12-10 10:42:53.430,304,0.00,0.00,  
6471,WOLFMULE,RMDPSJEMAPCDJA, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.430,2000-12-10 10:42:53.430,NULL,0.00,0.00,  
6472,XAVIER,RYLIEKID, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.440,2000-12-10 10:42:53.440,NULL,0.00,0.00,  
6473,YEONG,UKLUSVTJUM, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.440,2000-12-10 10:42:53.440,NULL,0.00,0.00,  
6474,ZUCKER,XITH, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.440,2000-12-10 10:42:53.440,NULL,0.00,0.00,  
6475,ANDERSON,EDQFXDAYWRGXYD, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.650,2000-12-10 10:42:53.650,NULL,0.00,0.00,  
6476,BARR,KRRQMJVTIYBCEG, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.650,2000-12-10 10:42:53.650,NULL,0.00,0.00,  
6477,CHEN,QBVFKTQIWJECOD, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.660,2000-12-10 10:42:53.660,NULL,0.00,0.00,  
6478,DORR,DFUJJR, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.660,2000-12-10 10:42:53.660,NULL,0.00,0.00,  
6479,EFLIN,TPLBJWWM, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.670,2000-12-10 10:42:53.670,NULL,0.00,0.00,  
6480,FLORINI,EMQFYJIXR, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.670,2000-12-10 10:42:53.670,NULL,0.00,0.00,  
6481,GOHAN,SEOHBQKYNCR, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.680,2000-12-10 10:42:53.680,NULL,0.00,0.00,  
6482,HAHN,GRAVKUHGSE, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.680,2000-12-10 10:42:53.680,NULL,0.00,0.00,  
6483,INFANTE,KMNS, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.690,2000-12-10 10:42:53.690,NULL,0.00,0.00,  
6484,JONES,QESSDPITIVNBFU, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.690,2000-12-10 10:42:53.690,NULL,0.00,0.00,  
6485,KAHRMANN,UVIDT, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.700,2000-12-10 10:42:53.700,NULL,0.00,0.00,  
6486,LING,DOBXAWXMFDTRP, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.700,2000-12-10 10:42:53.700,NULL,0.00,0.00,  
6487,MAKAI,YIXUKJQJIIVFCC, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.710,2000-12-10 10:42:53.710,338,0.00,0.00,  
6488,NELSON,SSKWKTCMNDMPGE, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.710,2000-12-10 10:42:53.710,NULL,0.00,0.00,  
6489,OLPHANT,JTIGZVUPSKB, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.720,2000-12-10 10:42:53.720,203,0.00,0.00,  
6490,PAYNTER,RXFTENPYGHRJLG, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.720,2000-12-10 10:42:53.720,145,0.00,0.00,  
6491,QUINT,TSDBLTHOQWWBHH, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.730,2000-12-10 10:42:53.730,NULL,0.00,0.00,  
6492,RYAN,YJZKPULXBRDSJD, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.730,2000-12-10 10:42:53.730,NULL,0.00,0.00,  
6493,STEIN,TEFQSKQULHWCUZ, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.740,2000-12-10 10:42:53.740,344,0.00,0.00,  
6494,TOLSKY,XOCT, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.740,2000-12-10 10:42:53.740,293,0.00,0.00,  
6495,UNAKLET,MQUPYKVD, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.740,2000-12-10 10:42:53.740,NULL,0.00,0.00,  
6496,VANN,KEFKYEZTEKFQOM, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.750,2000-12-10 10:42:53.750,NULL,0.00,0.00,  
6497,WOLFMULE,GENAXVHHXEUWTL, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.760,2000-12-10 10:42:53.760,131,0.00,0.00,  
6498,XAVIER,PFECQKRMLYSNSD, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.760,2000-12-10 10:42:53.760,NULL,0.00,0.00,  
6499,YEONG,LOBXWWJPGTVQQR, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.770,2000-12-10 10:42:53.770,NULL,0.00,0.00,  
6500,ZUCKER,JQXCKVVROIEZ, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.770,2000-12-10 10:42:53.770,NULL,0.00,0.00,  
6501,ANDERSON,RLFRYBBCQGEP, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.970,2000-12-10 10:42:53.970,NULL,0.00,0.00,  
6502,BARR,KMBDMQ, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.970,2000-12-10 10:42:53.970,NULL,0.00,0.00,  
6503,CHEN,HSDLEW, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.980,2000-12-10 10:42:53.980,NULL,0.00,0.00,  
6504,DORR,NRMWQDPTK, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.980,2000-12-10 10:42:53.980,NULL,0.00,0.00,  
6505,EFLIN,IGKGPUBCEGRWNK, , , ,  ,  ,          ,             ,1999-10-13 10:42:53.990,2000-12-10 10:42:53.990,NULL,0.00,0.00,  
6506,FLORINI,JBTIJWWRWVIGBL, , , ,  ,  ,          , ,1999-10-13 10:42:53.990,2000-12-10 10:42:53.990,NULL,0.00,0.00,  
6507,GOHAN,GUBXNQEOWFWOGW, , , ,  ,  ,          , ,1999-10-13 10:42:54.000,2000-12-10 10:42:54.000,NULL,0.00,0.00,  
6508,HAHN,HEILYZFOYHG, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.000,2000-12-10 10:42:54.000,NULL,0.00,0.00,  
6509,INFANTE,FXYLTNNJNHZYIJ, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.010,2000-12-10 10:42:54.010,NULL,0.00,0.00,  
6510,JONES,FHXPRBK, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.010,2000-12-10 10:42:54.010,365,0.00,0.00,  
6511,KAHRMANN,PUMQG, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.020,2000-12-10 10:42:54.020,NULL,0.00,0.00,  
6512,LING,TGFROAIPTTKYGA, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.020,2000-12-10 10:42:54.020,NULL,0.00,0.00,  
6513,MAKAI,JZQAVNYVFBREPM, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.030,2000-12-10 10:42:54.030,NULL,0.00,0.00,  
6514,NELSON,XDYESCPXTYRWBN, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.030,2000-12-10 10:42:54.030,NULL,0.00,0.00,  
6515,OLPHANT,QQPYIHSW, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.040,2000-12-10 10:42:54.040,NULL,0.00,0.00,  
6516,PAYNTER,GGRIQKRVHTGWFA, , , ,  ,  ,          ,             ,1999-10-13 10:42:54.040,2000-12-10 10:42:54.040,NULL,0.00,0.00,  
